DATEOCC,YEAR,MONTH,DAY,CURR_IUCR,FBI_CD,AREA,BEAT,DISTRICT,X_COORD,Y_COORD,LOCATION,INC_CNT
2008-01-09 19:00:00,2008,01,09,0530,04A,1,0825,08,1161154,1863027,090,1
2008-01-09 20:30:00,2008,01,09,0520,04A,5,1414,14,1155850,1916384,277,1
2008-01-09 20:45:00,2008,01,09,051A,04A,1,0824,08,1161304,1866744,303,1
2008-01-09 22:30:00,2008,01,09,051A,04A,2,0522,05,1176493,1831037,304,1
2008-01-09 22:53:01,2008,01,09,051A,04A,1,2123,21,1182502,1874728,304,1
2008-01-09 23:00:00,2008,01,09,051A,04A,2,0311,03,1179957,1863521,303,1
2008-01-10 00:26:47,2008,01,10,0520,04A,2,0424,04,1199165,1846929,090,1
2008-01-10 11:00:00,2008,01,10,0530,04A,2,0411,04,1187018,1855507,290,1
2008-01-10 11:22:40,2008,01,10,051A,04A,5,1523,15,1141339,1901994,303,1
2008-01-10 11:45:00,2008,01,10,0530,04A,4,1115,11,1148431,1899752,290,1
2008-01-10 13:10:00,2008,01,10,0552,04A,1,0924,09,1174673,1883780,303,1
2008-01-10 14:30:00,2008,01,10,051A,04A,2,0634,06,1177971,1843254,300,1
2008-01-10 16:00:00,2008,01,10,051A,04A,2,2213,22,1169214,1841722,300,1
2008-01-10 16:15:00,2008,01,10,0520,04A,1,0935,09,1175045,1876271,304,1
2008-01-10 17:00:00,2008,01,10,051A,04A,2,0411,04,1187188,1852737,290,1
2008-01-10 18:50:00,2008,01,10,051A,04A,4,1123,11,1154765,1901406,304,1
2008-01-10 19:25:00,2008,01,10,0520,04A,2,0423,04,1195351,1847644,210,1
2008-01-10 19:25:00,2008,01,10,0520,04A,2,0423,04,1195351,1847644,210,1
2008-01-10 23:00:00,2008,01,10,0530,04A,2,0312,03,1181959,1862478,090,1
2008-01-10 23:30:00,2008,01,10,0520,04A,1,0825,08,1159426,1862482,290,1
2008-01-10 23:45:00,2008,01,10,051A,04A,5,1433,14,1165309,1908532,303,1
2008-01-11 08:15:00,2008,01,11,051A,04A,3,1931,19,1164902,1918941,092,1
2008-01-11 11:17:17,2008,01,11,051A,04A,2,0612,06,1167094,1852027,174,1
2008-01-11 11:40:12,2008,01,11,0530,04A,1,0712,07,1170850,1865663,090,1
2008-01-11 13:08:00,2008,01,11,051A,04A,5,1512,15,1138774,1902715,304,1
2008-01-11 13:40:00,2008,01,11,051A,04A,5,2535,25,1150141,1909756,092,1
2008-01-11 14:30:00,2008,01,11,0530,04A,1,0914,09,1165105,1873566,261,1
2008-01-11 14:30:00,2008,01,11,0530,04A,5,2525,25,1151922,1914089,090,1
2008-01-11 15:00:00,2008,01,11,0530,04A,4,0112,01,1174882,1899457,293,1
2008-01-11 15:25:00,2008,01,11,051A,04A,2,0511,05,1177991,1839272,304,1
2008-01-11 18:40:00,2008,01,11,0520,04A,2,0632,06,1181763,1848697,290,1
2008-01-11 19:30:00,2008,01,11,0530,04A,1,0823,08,1153712,1862567,330,1
2008-01-11 23:15:00,2008,01,11,051A,04A,1,0832,08,1162461,1860143,304,1
2008-01-11 23:18:00,2008,01,11,0520,04A,5,1634,16,1143734,1922224,277,1
2008-01-12 01:45:00,2008,01,12,051A,04A,1,0834,08,1149280,1851594,304,1
2008-01-12 02:02:33,2008,01,12,051A,04A,2,0412,04,1187296,1846392,304,1
2008-01-12 02:58:30,2008,01,12,051A,04A,2,0413,04,1188011,1844386,304,1
2008-01-12 05:30:00,2008,01,12,051A,04A,2,0634,06,1178369,1844707,290,1
2008-01-12 10:10:00,2008,01,12,0520,04A,2,0432,04,1202176,1839976,119,1
2008-01-12 10:15:00,2008,01,12,0530,04A,2,0511,05,1175734,1838575,304,1
2008-01-12 11:05:06,2008,01,12,0520,04A,2,0423,04,1196887,1850833,290,1
2008-01-12 12:15:00,2008,01,12,051A,04A,2,0624,06,1182512,1854348,303,1
2008-01-12 12:28:00,2008,01,12,0530,04A,3,1834,18,1179082,1903270,290,1
2008-01-12 12:40:00,2008,01,12,051A,04A,1,0935,09,1175323,1875265,304,1
2008-01-12 14:05:16,2008,01,12,0520,04A,2,0413,04,1186111,1843995,290,1
2008-01-12 15:00:00,2008,01,12,051A,04A,4,1211,12,1162177,1899019,290,1
2008-01-12 15:30:00,2008,01,12,0520,04A,5,1511,15,1136454,1903990,303,1
2008-01-12 17:25:00,2008,01,12,0520,04A,4,1124,11,1156499,1899667,290,1
2008-01-12 18:36:00,2008,01,12,0520,04A,4,1021,10,1152882,1894439,304,1
2008-01-12 19:19:00,2008,01,12,051A,04A,2,0633,06,1183165,1842876,304,1
2008-01-12 19:30:00,2008,01,12,0520,04A,1,2132,21,1187097,1868666,290,1
2008-01-12 20:21:00,2008,01,12,0530,04A,4,1222,12,1168630,1890917,304,1
2008-01-12 21:28:41,2008,01,12,051B,04A,1,0732,07,1174797,1858454,303,1
2008-01-12 22:08:00,2008,01,12,051A,04A,2,0522,05,1176915,1829979,304,1
2008-01-12 23:00:13,2008,01,12,0520,04A,1,0233,02,1177241,1865983,303,1
2008-01-12 23:20:00,2008,01,12,0520,04A,4,1014,10,1151392,1890494,090,1
2008-01-13 02:23:26,2008,01,13,051A,04A,2,0422,04,1196926,1852604,290,1
2008-01-13 02:25:00,2008,01,13,0520,04A,5,1532,15,1143222,1904146,090,1
2008-01-13 02:50:00,2008,01,13,051A,04A,4,1332,13,1162801,1900391,090,1
2008-01-13 03:10:00,2008,01,13,051A,04A,4,1012,10,1146674,1892170,289,1
2008-01-13 03:55:04,2008,01,13,0520,04A,4,1233,12,1169094,1889757,303,1
2008-01-13 05:13:09,2008,01,13,0530,04A,4,1213,12,1171055,1898837,304,1
2008-01-13 05:38:46,2008,01,13,0520,04A,2,0312,03,1183458,1862555,090,1
2008-01-13 06:08:40,2008,01,13,0530,04A,3,2413,24,1155872,1940219,303,1
2008-01-13 08:10:00,2008,01,13,051A,04A,1,0913,09,1159584,1880556,304,1
2008-01-13 08:59:00,2008,01,13,051A,04A,1,0914,09,1166078,1874249,304,1
2008-01-13 13:00:00,2008,01,13,0530,04A,2,0511,05,1176428,1838273,290,1
2008-01-13 14:27:17,2008,01,13,0520,04A,1,0223,02,1180440,1873479,304,1
2008-01-13 15:50:00,2008,01,13,0530,04A,2,0621,06,1174338,1853759,090,1
2008-01-13 16:50:00,2008,01,13,0520,04A,3,2311,23,1167636,1931006,304,1
2008-01-13 17:00:00,2008,01,13,051A,04A,1,0833,08,1151034,1854948,304,1
2008-01-13 17:50:00,2008,01,13,0520,04A,5,1422,14,1154159,1910068,290,1
2008-01-13 18:40:00,2008,01,13,0520,04A,1,0821,08,1155860,1870859,174,1
