"DATE","X_COORD","Y_COORD","YEAR","MONTH","CALL_CNT"
2010-02-02,1180062.74093128,1815109.02568574,2010,2,1
2010-02-03,1167056.38318232,1851969.11087947,2010,2,1
2010-02-03,1183369.37010444,1861058.2585939,2010,2,1
2010-02-03,1183366.1597724,1861192.4638171,2010,2,1
2010-02-03,1166719.02273349,1852196.05369014,2010,2,1
2010-02-03,1171695.64108189,1840311.16763195,2010,2,1
2010-02-03,1166733.44553135,1851659.87467406,2010,2,1
2010-02-03,1196299.48240573,1849152.920995,2010,2,1
2010-02-03,1166719.72273349,1852169.25369014,2010,2,1
2010-02-03,1194198.86770487,1854354.43200882,2010,2,1
2010-02-03,1167057.08318232,1851942.21087947,2010,2,1
2010-02-04,1166181.50287953,1852310.98542713,2010,2,1
2010-02-04,1166742.95641175,1851304.91329913,2010,2,1
2010-02-04,1166077.57382639,1851389.60289781,2010,2,1
2010-02-04,1166734.34553135,1851626.37467406,2010,2,1
2010-02-07,1167198.38652028,1858843.02109268,2010,2,1
2010-02-08,1167437.01010095,1854258.8057341,2010,2,1
2010-02-08,1171572.5802302,1856324.17388582,2010,2,1
2010-02-08,1169597.73349488,1855930.08998678,2010,2,1
2010-02-08,1160146.08720458,1861863.82050858,2010,2,1
2010-02-08,1187532.90861137,1854548.54002331,2010,2,1
2010-02-08,1194632.0674267,1849637.15872405,2010,2,1
2010-02-09,1189360.97989325,1850715.35458729,2010,2,1
2010-02-09,1175992.26126794,1829329.01542063,2010,2,1
2010-02-09,1179342.62818006,1855116.60147973,2010,2,1
2010-02-09,1195269.57588989,1850858.60427756,2010,2,1
2010-02-10,1156880.63018248,1910827.95720418,2010,2,1
2010-02-10,1183031.53979838,1861312.73329624,2010,2,1
2010-02-10,1170638.17039009,1860392.05413433,2010,2,1
2010-02-10,1165175.72767845,1860054.55348672,2010,2,1
2010-02-10,1170670.81952037,1865014.55817449,2010,2,1
2010-02-10,1165176.52767845,1860027.75348672,2010,2,1
2010-02-10,1165178.42767845,1859967.55348672,2010,2,1
2010-02-10,1166720.12273349,1852155.85369014,2010,2,1
2010-02-11,1196546.42007878,1853028.53716963,2010,2,1
2010-02-11,1163783.89099619,1862643.30419514,2010,2,1
2010-02-11,1176670.60052278,1828602.22103293,2010,2,1
2010-02-11,1176075.50869965,1826673.38037627,2010,2,1
2010-02-11,1184500.50829925,1862693.17649994,2010,2,1
2010-02-11,1183587.49533435,1853366.51110487,2010,2,1
2010-02-11,1163983.86583299,1867411.78512855,2010,2,1
2010-02-12,1159779.15589265,1863206.48640629,2010,2,1
2010-02-12,1171252.81471391,1868015.2024792,2010,2,1
2010-02-13,1151550.2007937,1905844.2464314,2010,2,1
2010-02-13,1183345.09996733,1862029.48158048,2010,2,1
2010-02-15,1175363.07527464,1851236.76107402,2010,2,1
2010-02-15,1172027.9948946,1840331.81508414,2010,2,1
2010-02-16,1151319.51431311,1891555.7180342,2010,2,1
2010-02-16,1168758.73807166,1860340.59222798,2010,2,1
2010-02-16,1166808.41448714,1848839.00927174,2010,2,1
2010-02-16,1187476.54999037,1865295.76002817,2010,2,1
2010-02-17,1172573.51238832,1833037.21218512,2010,2,1
2010-02-17,1175970.20990839,1829990.82459104,2010,2,1
2010-02-17,1171941.16901053,1843423.31820854,2010,2,1
2010-02-17,1159150.82682126,1861864.83812661,2010,2,1
2010-02-17,1165568.46053277,1869914.1363247,2010,2,1
2010-02-17,1166242.46162203,1869557.95368303,2010,2,1
2010-02-17,1165238.61888866,1869842.57238217,2010,2,1
2010-02-17,1166229.34409236,1870013.36341666,2010,2,1
2010-02-17,1165882.35688157,1870544.37989799,2010,2,1
2010-02-18,1164569.32891116,1870046.07730439,2010,2,1
2010-02-18,1164588.03328946,1869410.43448707,2010,2,1
2010-02-18,1192190.37978649,1839753.02269891,2010,2,1
2010-02-19,1169147.03999728,1860217.27002354,2010,2,1
2010-02-19,1173341.65721235,1840807.61546616,2010,2,1
2010-02-19,1170234.65420537,1845061.09861056,2010,2,1
2010-02-19,1175931.30632596,1821074.41920848,2010,2,1
2010-02-19,1178815.50412187,1834431.32298261,2010,2,1
2010-02-20,1169173.43797573,1871438.13922545,2010,2,1
2010-02-20,1151524.27210708,1906650.33648457,2010,2,1
2010-02-20,1179502.25278575,1824433.27471473,2010,2,1
2010-02-20,1166227.54409236,1870073.66341666,2010,2,1
2010-02-20,1162413.32580699,1873469.40918534,2010,2,1
2010-02-20,1166373.49037872,1864719.38640976,2010,2,1
2010-02-21,1161147.62529335,1861882.00632884,2010,2,1
2010-02-22,1164464.37713032,1861897.25261748,2010,2,1
2010-02-22,1153943.49751846,1892504.11458848,2010,2,1
2010-02-22,1160460.92306854,1862587.12338313,2010,2,1
2010-02-22,1189906.58999323,1852960.31927888,2010,2,1
2010-02-23,1161168.05779867,1858830.52527742,2010,2,1
2010-02-23,1174717.60708827,1838976.59997577,2010,2,1
2010-02-23,1151239.21402281,1905174.18987768,2010,2,1
2010-02-23,1165052.28128697,1864659.64591804,2010,2,1
2010-02-23,1170325.41340795,1853468.30206963,2010,2,1
2010-02-24,1168484.49011767,1860232.63702736,2010,2,1
2010-02-24,1151894.70512478,1853386.58880119,2010,2,1
2010-02-24,1169784.17227113,1859705.15868081,2010,2,1
2010-02-24,1180614.74358186,1814036.97241029,2010,2,1
2010-02-24,1168830.9811044,1859658.91656945,2010,2,1
2010-02-24,1166088.77682305,1862637.83271006,2010,2,1
2010-02-24,1180387.78998389,1817057.95619033,2010,2,1
2010-02-24,1198244.11329326,1851192.8497231,2010,2,1
2010-02-24,1179216.73297742,1859854.33193121,2010,2,1
2010-02-24,1170965.63148341,1854250.03628142,2010,2,1
2010-02-24,1187630.15007704,1862197.465176,2010,2,1
2010-02-24,1165497.94343303,1872515.56507068,2010,2,1
2010-02-24,1169824.90499758,1840193.21081972,2010,2,1
2010-02-25,1173515.66107238,1846376.41192106,2010,2,1
2010-02-25,1194884.03998864,1855072.91141599,2010,2,1
2010-02-25,1195447.15221047,1851117.85699521,2010,2,1
2010-02-25,1157116.41587325,1863320.77011571,2010,2,1
2010-02-25,1179201.02001524,1860395.401809,2010,2,1
2010-02-25,1173510.96107238,1846538.51192106,2010,2,1
2010-02-25,1174203.85586823,1845532.22508013,2010,2,1
2010-02-25,1173512.06107238,1846499.61192106,2010,2,1
2010-02-26,1142640.27988062,1925463.75031677,2010,2,1
2010-02-26,1199936.5287805,1849669.97648756,2010,2,1
2010-02-26,1152273.27800834,1903891.38429975,2010,2,1
2010-02-26,1168329.50357237,1840172.65101848,2010,2,1
2010-02-26,1167565.07998291,1849462.58998863,2010,2,1
2010-02-26,1180445.87991513,1859139.452585,2010,2,1
2010-02-27,1167461.84390947,1873465.87236864,2010,2,1
2010-02-27,1160438.9005341,1863352.16477808,2010,2,1
2010-02-27,1184010.64001732,1861971.01220416,2010,2,1
2010-02-28,1152872.74432377,1906038.8199073,2010,2,1
2010-02-28,1196936.66478094,1851820.75061968,2010,2,1
2010-02-28,1167958.5362142,1867347.73113024,2010,2,1
2010-02-28,1151350.79477505,1914368.91737375,2010,2,1
2010-03-01,1170041.66411898,1851750.24419844,2010,3,1
2010-03-01,1171796.51857463,1848394.85016868,2010,3,1
2010-03-01,1170374.92609315,1851698.87857119,2010,3,1
2010-03-01,1172982.47990423,1857605.57258748,2010,3,1
2010-03-02,1174308.36999255,1865571.36009865,2010,3,1
2010-03-02,1180971.71897756,1863847.7667208,2010,3,1
2010-03-02,1164019.11852739,1866191.63698911,2010,3,1
2010-03-02,1196559.98298651,1852433.26092419,2010,3,1
2010-03-02,1178120.11747015,1834942.32861951,2010,3,1
2010-03-03,1147970.52092439,1867619.96127176,2010,3,1
2010-03-03,1138559.59769365,1900943.38941502,2010,3,1
2010-03-03,1167901.91123404,1853407.22291884,2010,3,1
2010-03-03,1140852.56981112,1905728.33590936,2010,3,1
2010-03-03,1188077.3418948,1843411.85103113,2010,3,1
2010-03-03,1172990.31356718,1853010.20597247,2010,3,1
2010-03-03,1168968.59111559,1866731.59517203,2010,3,1
2010-03-03,1159125.01371163,1874562.27787908,2010,3,1
2010-03-03,1140852.56981112,1905728.33590936,2010,3,1
2010-03-03,1163232.735201,1870364.6098932,2010,3,1
2010-03-03,1171831.43880447,1858884.24971189,2010,3,1
2010-03-04,1165532.72297286,1871222.2336255,2010,3,1
2010-03-04,1190722.29477513,1846615.16727528,2010,3,1
2010-03-04,1158676.88470215,1862746.82752269,2010,3,1
2010-03-04,1160793.30083271,1862549.84028558,2010,3,1
2010-03-04,1172901.67999606,1844685.070028,2010,3,1
2010-03-04,1161884.10272548,1860597.89468553,2010,3,1
2010-03-04,1160110.40902833,1863222.23278936,2010,3,1
2010-03-04,1160793.70083271,1862536.44028558,2010,3,1
2010-03-04,1165269.16571322,1868774.51641046,2010,3,1
2010-03-04,1163341.98839756,1866584.30569409,2010,3,1
2010-03-04,1150451.60731083,1852535.14999828,2010,3,1
2010-03-04,1160770.38726875,1863382.40212511,2010,3,1
2010-03-04,1160161.8402918,1861303.45341935,2010,3,1
2010-03-04,1163784.59099619,1862616.90419514,2010,3,1
2010-03-04,1170231.8999907,1856930.70752165,2010,3,1
2010-03-05,1147013.94998766,1849679.39989204,2010,3,1
2010-03-05,1170339.16553075,1852959.03511181,2010,3,1
2010-03-05,1196936.01102326,1850122.04126866,2010,3,1
2010-03-05,1158503.21062915,1861191.07730638,2010,3,1
2010-03-05,1150481.99668918,1852074.36492849,2010,3,1
2010-03-05,1164495.62448735,1860794.42302715,2010,3,1
2010-03-05,1194191.46770487,1854668.03200882,2010,3,1
2010-03-05,1167070.18318232,1851452.61087947,2010,3,1
2010-03-05,1166515.29013354,1859576.09430506,2010,3,1
2010-03-05,1160418.12672979,1864090.84580401,2010,3,1
2010-03-05,1173320.77722771,1853105.88721239,2010,3,1
2010-03-06,1164279.27722702,1868649.54336724,2010,3,1
2010-03-06,1190723.44772659,1860018.45996615,2010,3,1
2010-03-06,1170362.96178977,1864200.53516848,2010,3,1
2010-03-06,1150273.4750856,1904033.41698007,2010,3,1
2010-03-06,1170213.81509009,1869668.47622515,2010,3,1
2010-03-07,1173323.07722771,1853025.98721239,2010,3,1
2010-03-07,1166405.10870398,1851544.64072373,2010,3,1
2010-03-08,1170214.31509009,1869648.37622515,2010,3,1
2010-03-08,1173158.29001133,1859097.39102809,2010,3,1
2010-03-08,1164567.12231894,1858152.69287766,2010,3,1
2010-03-08,1146755.71002118,1901381.82999627,2010,3,1
2010-03-08,1164568.22231894,1858112.59287766,2010,3,1
2010-03-08,1168282.41202644,1865633.40786966,2010,3,1
2010-03-08,1173865.81142125,1823662.97318622,2010,3,1
2010-03-09,1177370.27579803,1826704.87020295,2010,3,1
2010-03-09,1174202.45586823,1845584.02508013,2010,3,1
2010-03-09,1154025.71730369,1861617.72443355,2010,3,1
2010-03-09,1163970.12982124,1867916.65652052,2010,3,1
2010-03-09,1161294.76168726,1856601.12931588,2010,3,1
2010-03-09,1173395.13667738,1857020.92889399,2010,3,1
2010-03-09,1165999.72189349,1829240.37498032,2010,3,1
2010-03-09,1174493.27970236,1847029.45663008,2010,3,1
2010-03-09,1154392.9501776,1852953.00998015,2010,3,1
2010-03-09,1165377.54768781,1864883.06947553,2010,3,1
2010-03-09,1170319.16178977,1864361.43516848,2010,3,1
2010-03-09,1175567.3652159,1822024.72757174,2010,3,1
2010-03-10,1169347.08077109,1864998.45721151,2010,3,1
2010-03-10,1166393.70870398,1851973.84072373,2010,3,1
2010-03-10,1178455.32958411,1834570.19183225,2010,3,1
2010-03-10,1142859.85887933,1905519.88828273,2010,3,1
2010-03-10,1172288.6178306,1854288.96571814,2010,3,1
2010-03-10,1177206.62003441,1835330.27000955,2010,3,1
2010-03-10,1157840.35169501,1861105.73767612,2010,3,1
2010-03-10,1157856.08362481,1860501.77940991,2010,3,1
2010-03-10,1170964.93148341,1854276.83628142,2010,3,1
2010-03-10,1178612.60448192,1836366.34121884,2010,3,1
2010-03-10,1167625.42023259,1867399.16426981,2010,3,1
2010-03-10,1165522.27420936,1859526.49708162,2010,3,1
2010-03-11,1147616.83737991,1868302.23998832,2010,3,1
2010-03-11,1167714.15150979,1864164.8913085,2010,3,1
2010-03-11,1175384.01390021,1826658.4656057,2010,3,1
2010-03-11,1157449.74003147,1863276.56522892,2010,3,1
2010-03-11,1194230.11139211,1853013.62011668,2010,3,1
2010-03-11,1188801.10442004,1845901.98900726,2010,3,1
2010-03-11,1167549.91537149,1870187.58152919,2010,3,1
2010-03-11,1169939.13952816,1867602.94860446,2010,3,1
2010-03-11,1172320.65998658,1820279.78998499,2010,3,1
2010-03-11,1169939.00003165,1839784.09292009,2010,3,1
2010-03-11,1195310.47656607,1848912.46637928,2010,3,1
2010-03-11,1184809.98357669,1844714.94701453,2010,3,1
2010-03-11,1181705.74553164,1861246.77838532,2010,3,1
2010-03-11,1180916.25592655,1853750.89852443,2010,3,1
2010-03-11,1192877.44498778,1854086.5653279,2010,3,1
2010-03-11,1167069.48318232,1851479.31087947,2010,3,1
2010-03-11,1171491.4591919,1847485.7999919,2010,3,1
2010-03-11,1175403.41390021,1826658.8656057,2010,3,1
2010-03-11,1152714.79188094,1860586.1927803,2010,3,1
2010-03-11,1173572.41788745,1844386.79669556,2010,3,1
2010-03-11,1194169.96001551,1855568.9101882,2010,3,1
2010-03-11,1176725.58390416,1833989.60026847,2010,3,1
2010-03-11,1172734.37831557,1850350.69757916,2010,3,1
2010-03-11,1175413.11390021,1826659.0656057,2010,3,1
2010-03-11,1164755.1345172,1851375.99121271,2010,3,1
2010-03-12,1161110.21946913,1863202.72740174,2010,3,1
2010-03-12,1160516.11542296,1860569.48211183,2010,3,1
2010-03-12,1160682.28179435,1860809.22652722,2010,3,1
2010-03-12,1174212.35586823,1845233.42508013,2010,3,1
2010-03-12,1170234.05718816,1868878.56777639,2010,3,1
2010-03-12,1163822.80799282,1848897.24136658,2010,3,1
2010-03-12,1167697.29427722,1864760.78287993,2010,3,1
2010-03-12,1151626.21180308,1892167.61492019,2010,3,1
2010-03-12,1182603.84827381,1852479.74202296,2010,3,1
2010-03-12,1176128.29611417,1831982.81141515,2010,3,1
2010-03-12,1170339.76553075,1852938.93511181,2010,3,1
2010-03-12,1181036.89369864,1861332.37010717,2010,3,1
2010-03-12,1168102.15387,1858995.42511254,2010,3,1
2010-03-13,1143520.81128873,1902882.27867213,2010,3,1
2010-03-13,1193462.2323773,1857436.27010405,2010,3,1
2010-03-13,1193461.9323773,1857449.57010405,2010,3,1
2010-03-13,1199579.17012792,1850748.75558967,2010,3,1
2010-03-13,1166809.31448714,1848805.60927174,2010,3,1
2010-03-13,1167182.03491854,1859419.24446898,2010,3,1
2010-03-13,1166983.21007395,1866858.00998098,2010,3,1
2010-03-14,1136819.36628181,1861461.73921822,2010,3,1
2010-03-14,1164043.83231873,1858566.10010064,2010,3,1
2010-03-14,1201226.74701891,1831204.36161698,2010,3,1
2010-03-14,1155681.65459485,1830372.71473415,2010,3,1
2010-03-14,1198746.01890789,1849439.79856798,2010,3,1
2010-03-14,1165416.48537639,1863352.84038502,2010,3,1
2010-03-14,1173942.69841638,1851853.42299151,2010,3,1
2010-03-15,1170568.20192744,1856725.33898059,2010,3,1
2010-03-15,1180280.26471959,1859680.65697442,2010,3,1
2010-03-15,1172840.26052166,1846791.64418879,2010,3,1
2010-03-15,1167244.84820943,1869274.52629011,2010,3,1
2010-03-15,1172652.23489693,1865398.40308963,2010,3,1
2010-03-15,1164852.23853261,1859852.84972142,2010,3,1
2010-03-15,1164236.19282177,1857908.45010723,2010,3,1
2010-03-15,1174855.32892956,1851674.00099302,2010,3,1
2010-03-16,1189243.31251675,1857243.08997169,2010,3,1
2010-03-16,1170470.74930811,1848369.68991851,2010,3,1
2010-03-16,1168967.49111559,1866771.79517203,2010,3,1
2010-03-16,1167845.09966992,1863632.99982112,2010,3,1
2010-03-16,1202186.15339623,1834383.01836558,2010,3,1
2010-03-16,1196857.80049849,1853816.44029675,2010,3,1
2010-03-16,1160584.97007988,1903417.20827118,2010,3,1
2010-03-16,1170360.63533354,1852188.07173006,2010,3,1
2010-03-16,1168934.37999675,1868006.16001603,2010,3,1
2010-03-16,1196907.36478094,1851706.05061968,2010,3,1
2010-03-16,1180034.13659373,1826682.39987826,2010,3,1
2010-03-16,1196906.96478094,1851719.45061968,2010,3,1
2010-03-16,1195264.74507587,1854208.1930192,2010,3,1
2010-03-16,1181237.06781927,1830732.99988668,2010,3,1
2010-03-16,1182025.57000439,1818320.42326852,2010,3,1
2010-03-16,1166394.34532588,1863943.04478144,2010,3,1
2010-03-16,1168288.49012252,1867397.29949434,2010,3,1
2010-03-16,1186132.31517573,1844596.77939,2010,3,1
2010-03-17,1177683.92001652,1851867.47000457,2010,3,1
2010-03-17,1164991.35980791,1854794.82237677,2010,3,1
2010-03-17,1164391.70443065,1864629.66878045,2010,3,1
2010-03-17,1161841.50018691,1862151.96547306,2010,3,1
2010-03-17,1174298.01248011,1853794.08333441,2010,3,1
2010-03-17,1182003.17376625,1846106.16168235,2010,3,1
2010-03-17,1172991.21356718,1852976.90597247,2010,3,1
2010-03-17,1153389.19673243,1851633.87368133,2010,3,1
2010-03-17,1166393.14532588,1863989.84478144,2010,3,1
2010-03-17,1192840.37572554,1855683.29801208,2010,3,1
2010-03-18,1161104.93017941,1851276.77668691,2010,3,1
2010-03-18,1177882.88010182,1860435.11721267,2010,3,1
2010-03-18,1179266.45533212,1827064.54048862,2010,3,1
2010-03-18,1128440.95589324,1923122.88268056,2010,3,1
2010-03-18,1171224.88606917,1845140.29301296,2010,3,1
2010-03-18,1187721.50422938,1844276.52159418,2010,3,1
2010-03-18,1170896.62437301,1856808.19110488,2010,3,1
2010-03-18,1182828.2307266,1833696.67996655,2010,3,1
2010-03-18,1154597.23136659,1892882.22330713,2010,3,1
2010-03-18,1164059.53670304,1864682.03988587,2010,3,1
2010-03-18,1181722.7600191,1816557.64997225,2010,3,1
2010-03-18,1180052.41320724,1825984.72499237,2010,3,1
2010-03-18,1166579.14377374,1857305.47127395,2010,3,1
2010-03-18,1177884.08010182,1860395.21721267,2010,3,1
2010-03-18,1155071.21600767,1852492.86038673,2010,3,1
2010-03-19,1170430.76743261,1861712.04791438,2010,3,1
2010-03-19,1200880.53399742,1833732.35778422,2010,3,1
2010-03-19,1178109.04422878,1884493.07952591,2010,3,1
2010-03-19,1167131.38106678,1873430.34477382,2010,3,1
2010-03-19,1159116.73411259,1863107.90261943,2010,3,1
2010-03-19,1168062.82481624,1851494.72617312,2010,3,1
2010-03-19,1163525.3705049,1859878.55440756,2010,3,1
2010-03-19,1163525.6705049,1859868.65440756,2010,3,1
2010-03-19,1162882.21291044,1922257.03012007,2010,3,1
2010-03-19,1164445.6098849,1859568.72791917,2010,3,1
2010-03-19,1170045.36411898,1851623.04419844,2010,3,1
2010-03-20,1160939.91497944,1857349.68239043,2010,3,1
2010-03-20,1176777.61640192,1836380.09781147,2010,3,1
2010-03-20,1157821.71447579,1861810.289419,2010,3,1
2010-03-20,1187354.63500612,1858875.42082562,2010,3,1
2010-03-21,1160829.15478831,1861363.40742419,2010,3,1
2010-03-21,1138185.77972183,1905687.74469324,2010,3,1
2010-03-21,1170361.16178977,1864268.03516848,2010,3,1
2010-03-21,1152660.07998163,1890925.53011668,2010,3,1
2010-03-21,1169958.69997993,1854776.02000273,2010,3,1
2010-03-21,1170399.59491693,1862850.55658733,2010,3,1
2010-03-22,1170805.50477382,1848237.5429985,2010,3,1
2010-03-22,1137762.98541448,1864005.46998193,2010,3,1
2010-03-22,1187023.03080459,1855548.07153386,2010,3,1
2010-03-22,1194652.4995731,1853083.7030727,2010,3,1
2010-03-22,1181943.91349014,1864576.68642617,2010,3,1
2010-03-22,1160992.21996633,1867231.80998708,2010,3,1
2010-03-22,1190496.59349928,1856102.25500408,2010,3,1
2010-03-22,1169625.71297031,1866963.57872522,2010,3,1
2010-03-22,1141600.72526916,1903164.25979482,2010,3,1
2010-03-23,1180478.26812188,1857916.32008654,2010,3,1
2010-03-23,1170959.86520585,1866638.59101307,2010,3,1
2010-03-23,1195865.40742199,1844211.13577847,2010,3,1
2010-03-23,1174148.75500257,1858836.99721955,2010,3,1
2010-03-23,1178165.84908728,1882220.00242698,2010,3,1
2010-03-23,1178299.73243297,1830048.1879173,2010,3,1
2010-03-23,1170696.43052313,1840721.70912075,2010,3,1
2010-03-23,1185130.68006788,1857371.59076577,2010,3,1
2010-03-23,1156696.30947963,1830052.2885945,2010,3,1
2010-03-23,1167031.75377384,1892841.61338891,2010,3,1
2010-03-23,1182560.19047902,1854078.31059816,2010,3,1
2010-03-23,1182269.45942186,1852611.06318803,2010,3,1
2010-03-23,1170841.84009353,1846904.02608005,2010,3,1
2010-03-23,1170844.04009353,1846823.42608005,2010,3,1
2010-03-23,1151902.36981664,1853124.75607081,2010,3,1
2010-03-24,1172638.42356855,1853700.5102984,2010,3,1
2010-03-24,1169484.10660955,1918258.15049597,2010,3,1
2010-03-24,1177969.85870441,1857265.63719571,2010,3,1
2010-03-24,1180969.61989345,1851822.66430604,2010,3,1
2010-03-24,1162526.28270973,1918842.10722822,2010,3,1
2010-03-24,1170648.38150397,1853758.94478075,2010,3,1
2010-03-24,1152355.89490547,1925960.08989223,2010,3,1
2010-03-24,1183298.81837748,1851872.93587954,2010,3,1
2010-03-24,1170769.20411614,1849511.60609249,2010,3,1
2010-03-25,1183984.25536959,1876473.16956745,2010,3,1
2010-03-25,1169320.45422924,1851067.00128594,2010,3,1
2010-03-25,1165910.55468224,1857518.1130296,2010,3,1
2010-03-25,1174861.7231982,1845638.11706647,2010,3,1
2010-03-25,1152322.07090692,1927098.83448232,2010,3,1
2010-03-25,1166242.62689357,1857491.88171388,2010,3,1
2010-03-25,1182247.28456678,1833963.46681035,2010,3,1
2010-03-25,1164885.5549959,1858648.53129921,2010,3,1
2010-03-25,1172339.03636816,1841062.23309504,2010,3,1
2010-03-25,1184479.99743227,1844679.18981923,2010,3,1
2010-03-25,1188576.04817263,1854125.8647034,2010,3,1
2010-03-26,1193207.03168965,1854262.32918127,2010,3,1
2010-03-26,1172640.02356855,1853640.5102984,2010,3,1
2010-03-26,1176932.6599302,1841959.53987512,2010,3,1
2010-03-26,1168529.41290528,1858624.92692608,2010,3,1
2010-03-26,1170136.87401174,1848428.4289854,2010,3,1
2010-03-26,1186822.27100548,1856208.51163397,2010,3,1
2010-03-26,1182690.30773355,1844131.48050655,2010,3,1
2010-03-26,1169407.60097675,1830498.03911249,2010,3,1
2010-03-26,1177969.45870441,1857279.03719571,2010,3,1
2010-03-27,1177731.68379596,1825787.63431708,2010,3,1
2010-03-27,1173725.74146925,1860379.53619224,2010,3,1
2010-03-27,1174480.60721529,1824975.35672199,2010,3,1
2010-03-28,1196288.6700306,1851141.10827345,2010,3,1
2010-03-28,1196621.38390719,1849596.39921232,2010,3,1
2010-03-28,1196108.4700306,1851136.00827345,2010,3,1
2010-03-28,1187761.73489174,1849586.15051489,2010,3,1
2010-03-28,1195307.07656607,1849079.86637928,2010,3,1
2010-03-29,1165791.42858572,1861401.71907119,2010,3,1
2010-03-29,1199578.28172434,1846983.92061722,2010,3,1
2010-03-29,1167762.2898165,1856995.38031169,2010,3,1
2010-03-29,1192861.77572554,1855683.79801208,2010,3,1
