POD_ID,INSTALL_DATE1,REMOVE_DATE1,INSTALL_DATE2,X_COORD,Y_COORD
415.00,1944.00,-1.00,-1.00,1181188.00,1844410.22
416.00,616.00,981.00,1020.00,1169735.28,1851137.23
479.00,1232.00,-1.00,-1.00,1176090.48,1841962.31
487.00,2446.00,-1.00,-1.00,1182656.87,1842649.33
493.00,662.00,843.00,901.00,1175215.84,1852547.49
554.00,661.00,1176.00,-1.00,1174405.92,1855182.77
554.00,1176.00,-1.00,-1.00,1174938.53,1855199.40
635.00,837.00,837.00,-1.00,1176090.48,1841962.31
728.00,881.00,3574.00,-1.00,1172469.31,1847456.74
762.00,860.00,2446.00,-1.00,1182656.87,1842649.33
806.00,2864.00,-1.00,-1.00,1173294.54,1849801.90
814.00,934.00,1917.00,-1.00,1184274.42,1850778.19
815.00,934.00,1433.00,-1.00,1183928.01,1852806.39
854.00,1433.00,-1.00,-1.00,1183928.01,1852806.39
901.00,2446.00,2569.00,-1.00,1181824.14,1845197.71
905.00,990.00,1035.00,-1.00,1181835.61,1844760.60
905.00,1035.00,2446.00,-1.00,1181824.14,1845197.71
906.00,990.00,1944.00,2014.00,1181188.00,1844410.22
2331.00,1125.00,-1.00,-1.00,1177473.39,1852648.08
2332.00,1125.00,-1.00,-1.00,1177454.26,1847284.49
2333.00,1125.00,-1.00,-1.00,1177664.12,1842012.73
2381.00,1134.00,-1.00,-1.00,1176610.99,1841970.82
2427.00,1172.00,1614.00,-1.00,1182771.27,1855387.71
2478.00,1467.00,2674.00,-1.00,1172277.46,1854452.19
2482.00,1693.00,-1.00,-1.00,1183268.41,1852744.93
2507.00,1366.00,-1.00,-1.00,1183597.80,1852868.32
2512.00,1361.00,-1.00,-1.00,1178486.14,1842115.81
2563.00,1666.00,-1.00,-1.00,1174899.99,1849963.46
2564.00,1666.00,-1.00,-1.00,1172974.77,1849826.97
2571.00,1666.00,2864.00,-1.00,1173294.54,1849801.90
2573.00,1676.00,3494.00,3595.00,1172332.50,1852717.35
2580.00,1587.00,1993.00,-1.00,1180253.05,1853369.08
2580.00,1993.00,-1.00,-1.00,1183083.97,1851413.45
2581.00,1670.00,-1.00,-1.00,1172308.93,1849775.69
2583.00,1587.00,3673.00,-1.00,1180610.20,1852714.96
2586.00,1587.00,-1.00,-1.00,1180278.47,1852707.06
2591.00,1587.00,-1.00,-1.00,1181027.66,1853356.79
2592.00,1587.00,3673.00,-1.00,1180870.74,1852734.54
2599.00,1767.00,-1.00,-1.00,1172151.65,1851027.76
2603.00,1666.00,2679.00,-1.00,1172627.80,1850833.59
2613.00,1877.00,3286.00,-1.00,1182771.27,1855387.71
2621.00,1587.00,1831.00,-1.00,1180696.66,1853346.80
2629.00,1831.00,1993.00,-1.00,1180696.66,1853346.80
2629.00,1993.00,3064.00,-1.00,1182214.27,1852778.35
2664.00,1719.00,-1.00,-1.00,1170244.15,1853036.16
2678.00,1847.00,-1.00,-1.00,1177664.21,1842012.84
2693.00,1931.00,1931.00,-1.00,1166721.91,1851991.61
2695.00,1973.00,-1.00,-1.00,1180394.56,1848642.49
2702.00,1931.00,3702.00,-1.00,1166721.91,1851991.61
2732.00,2014.00,-1.00,-1.00,1178895.19,1842127.98
2736.00,2014.00,-1.00,-1.00,1183975.61,1854218.86
2738.00,2014.00,-1.00,-1.00,1183492.98,1853425.85
2757.00,2127.00,-1.00,-1.00,1182894.34,1854115.46
2773.00,2854.00,2873.00,-1.00,1173989.17,1852517.94
2777.00,3049.00,-1.00,-1.00,1173883.89,1854365.25
2787.00,2127.00,-1.00,-1.00,1175011.00,1851875.95
2831.00,2131.00,-1.00,-1.00,1174873.47,1851874.70
2832.00,2150.00,-1.00,-1.00,1174646.50,1850657.30
2846.00,2156.00,2854.00,2945.00,1166696.29,1853030.60
2873.00,2873.00,3561.00,-1.00,1173989.17,1852517.94
2879.00,2761.00,2854.00,-1.00,1173883.89,1854365.25
2880.00,2288.00,2761.00,2854.00,1173883.89,1854365.25
2881.00,2873.00,3049.00,-1.00,1173883.89,1854365.25
2883.00,2232.00,2254.00,2445.00,1173989.17,1852517.94
2884.00,2761.00,3200.00,-1.00,1173989.17,1852517.94
2889.00,2264.00,-1.00,-1.00,1164413.93,1852263.29
2933.00,2569.00,-1.00,-1.00,1165020.72,1847634.78
3153.00,3063.00,-1.00,-1.00,1177652.37,1852906.23
3154.00,3063.00,-1.00,-1.00,1177798.67,1847291.79
3204.00,3238.00,-1.00,-1.00,1166448.93,1852316.38
3205.00,3238.00,-1.00,-1.00,1168062.41,1852358.18
3211.00,3241.00,-1.00,-1.00,1177470.49,1841996.79
3234.00,3286.00,-1.00,-1.00,1182771.27,1855387.71
3363.00,3238.00,-1.00,-1.00,1172469.31,1847456.74
3364.00,3439.00,-1.00,-1.00,1177485.00,1849565.21
3365.00,3439.00,-1.00,-1.00,1177544.26,1847297.54
3366.00,3439.00,-1.00,-1.00,1177512.19,1842220.50
3604.00,3651.00,-1.00,-1.00,1172277.46,1854452.19
3665.00,3673.00,-1.00,-1.00,1180870.74,1852734.54
238.00,195.00,970.00,-1.00,1169966.61,1867120.25
242.00,342.00,970.00,-1.00,1164663.22,1858288.62
242.00,1701.00,-1.00,-1.00,1172643.77,1865718.37
256.00,2296.00,-1.00,-1.00,1171062.87,1863061.28
301.00,349.00,2428.00,-1.00,1164067.52,1860940.97
303.00,920.00,2428.00,-1.00,1174064.69,1861705.93
309.00,2418.00,3506.00,-1.00,1172264.05,1867732.73
321.00,447.00,930.00,-1.00,1176655.75,1857849.90
321.00,970.00,2428.00,-1.00,1169966.61,1867120.25
323.00,1079.00,2418.00,-1.00,1172264.05,1867732.73
323.00,2428.00,3122.00,-1.00,1174064.69,1861705.93
326.00,477.00,683.00,-1.00,1170741.35,1865708.95
327.00,477.00,929.00,-1.00,1165906.97,1860877.31
327.00,970.00,2428.00,-1.00,1164663.22,1858288.62
328.00,2428.00,-1.00,-1.00,1167088.55,1859581.32
329.00,490.00,928.00,-1.00,1168542.82,1866921.70
329.00,928.00,928.00,969.00,1167088.55,1859581.32
332.00,713.00,917.00,-1.00,1173149.10,1862443.49
332.00,2429.00,-1.00,-1.00,1164663.22,1858288.62
375.00,510.00,-1.00,-1.00,1167941.27,1867645.28
389.00,540.00,1022.00,1023.00,1165558.73,1861525.56
389.00,2140.00,-1.00,-1.00,1170238.06,1857051.62
415.00,616.00,747.00,-1.00,1174223.19,1859337.82
418.00,628.00,1504.00,-1.00,1168222.21,1857668.83
456.00,2429.00,3567.00,-1.00,1169966.61,1867120.25
460.00,788.00,1071.00,-1.00,1174223.19,1859337.82
476.00,683.00,-1.00,-1.00,1170741.35,1865708.95
484.00,652.00,2099.00,-1.00,1170238.06,1857051.62
487.00,655.00,1782.00,-1.00,1168962.49,1858398.12
487.00,1782.00,2440.00,-1.00,1167972.86,1858373.67
492.00,658.00,895.00,904.00,1169916.45,1859748.42
555.00,661.00,2432.00,-1.00,1171812.83,1859865.20
555.00,2440.00,-1.00,-1.00,1166023.60,1857000.41
557.00,747.00,2440.00,-1.00,1166023.60,1857000.41
558.00,747.00,1064.00,-1.00,1167418.77,1856886.97
558.00,1064.00,2445.00,-1.00,1167428.78,1856556.96
713.00,837.00,3702.00,-1.00,1167404.72,1863612.35
731.00,874.00,-1.00,-1.00,1166530.74,1862224.15
743.00,882.00,-1.00,-1.00,1166826.07,1856910.75
749.00,888.00,-1.00,-1.00,1172063.81,1859021.76
750.00,888.00,1048.00,-1.00,1166675.64,1862738.95
753.00,851.00,-1.00,-1.00,1172481.33,1861096.58
770.00,917.00,-1.00,-1.00,1173149.10,1862443.49
777.00,894.00,895.00,-1.00,1171858.14,1857766.94
777.00,895.00,-1.00,-1.00,1171868.95,1857767.71
798.00,923.00,-1.00,-1.00,1168925.77,1864942.70
799.00,925.00,-1.00,-1.00,1167047.08,1864584.42
800.00,924.00,3276.00,-1.00,1176708.24,1859495.54
803.00,927.00,-1.00,-1.00,1168542.82,1866921.70
807.00,930.00,-1.00,-1.00,1176655.75,1857849.90
808.00,929.00,-1.00,-1.00,1165906.97,1860877.31
832.00,942.00,2129.00,2129.00,1165470.03,1858215.54
833.00,942.00,-1.00,-1.00,1165901.04,1857753.26
836.00,944.00,-1.00,-1.00,1167860.44,1859119.79
837.00,946.00,-1.00,-1.00,1166194.70,1859082.52
842.00,1048.00,-1.00,-1.00,1166675.64,1862738.95
851.00,1106.00,1106.00,-1.00,1174937.33,1867511.38
852.00,1105.00,1105.00,1106.00,1174937.33,1867511.38
852.00,1106.00,3286.00,-1.00,1174928.06,1867480.58
854.00,1189.00,1191.00,-1.00,1175014.31,1855829.50
856.00,1189.00,1189.00,-1.00,1175754.08,1855234.14
856.00,1222.00,-1.00,-1.00,1175014.31,1855829.50
861.00,1190.00,2279.00,-1.00,1175754.08,1855234.14
862.00,1190.00,1222.00,-1.00,1175014.31,1855829.50
883.00,952.00,-1.00,-1.00,1168181.37,1859136.01
917.00,1071.00,-1.00,-1.00,1174299.77,1859292.16
918.00,1071.00,-1.00,-1.00,1165558.73,1861525.56
925.00,2432.00,-1.00,-1.00,1169916.45,1859748.42
2329.00,1125.00,-1.00,-1.00,1175528.74,1863328.44
2330.00,1125.00,-1.00,-1.00,1177299.11,1859247.89
2422.00,2440.00,-1.00,-1.00,1167972.86,1858373.67
2464.00,1378.00,2756.00,-1.00,1171214.07,1866979.65
2464.00,2857.00,3632.00,-1.00,1171290.41,1867106.09
2464.00,3632.00,-1.00,-1.00,1171847.25,1866945.82
2479.00,1467.00,-1.00,-1.00,1174184.99,1857804.61
2483.00,1719.00,-1.00,-1.00,1168024.33,1862876.23
2491.00,1656.00,-1.00,-1.00,1166900.64,1858955.65
2538.00,2440.00,-1.00,-1.00,1167428.78,1856556.96
2545.00,2428.00,-1.00,-1.00,1164067.52,1860940.97
2574.00,1967.00,3512.00,3595.00,1169436.82,1861483.40
2575.00,2201.00,2223.00,2223.00,1169380.24,1863712.35
2642.00,2432.00,-1.00,-1.00,1171812.83,1859865.20
2661.00,1715.00,2752.00,-1.00,1164510.31,1856865.98
2661.00,2790.00,2850.00,2857.00,1164691.35,1856968.26
2662.00,1715.00,-1.00,-1.00,1171020.29,1861010.37
2663.00,1719.00,-1.00,-1.00,1165608.11,1856269.58
2682.00,3506.00,-1.00,-1.00,1172163.77,1867637.97
2701.00,1928.00,1952.00,-1.00,1171824.15,1867671.91
2701.00,2092.00,-1.00,-1.00,1163746.33,1867466.37
2711.00,2014.00,-1.00,-1.00,1165698.60,1861527.35
2712.00,2014.00,-1.00,-1.00,1165385.29,1860868.61
2722.00,2014.00,-1.00,-1.00,1173141.72,1859138.26
2728.00,2014.00,-1.00,-1.00,1175486.18,1858923.41
2752.00,3716.00,-1.00,-1.00,1169465.99,1864135.77
2785.00,2121.00,-1.00,-1.00,1164251.97,1857572.48
2786.00,2121.00,-1.00,-1.00,1164214.15,1858894.91
2839.00,2153.00,-1.00,-1.00,1171912.11,1868245.40
2849.00,2160.00,-1.00,-1.00,1163116.57,1862447.83
2873.00,3569.00,-1.00,-1.00,1169864.48,1866956.66
2875.00,2204.00,-1.00,-1.00,1166296.44,1864199.45
2876.00,2204.00,-1.00,-1.00,1164881.16,1862179.18
2884.00,3200.00,-1.00,-1.00,1164300.78,1862872.65
2897.00,2407.00,2419.00,-1.00,1163480.14,1859970.41
2897.00,2419.00,-1.00,-1.00,1166893.38,1866877.05
2899.00,2414.00,-1.00,-1.00,1167716.47,1867650.03
2902.00,2419.00,-1.00,-1.00,1163480.14,1859970.41
3097.00,2846.00,-1.00,-1.00,1164238.59,1866811.01
3150.00,3063.00,-1.00,-1.00,1177033.36,1859273.28
3160.00,3559.00,-1.00,-1.00,1164305.96,1859235.54
3228.00,3276.00,-1.00,-1.00,1176708.24,1859495.54
3236.00,3286.00,-1.00,-1.00,1174928.06,1867480.58
3287.00,3378.00,-1.00,-1.00,1176993.19,1860523.43
3296.00,3520.00,-1.00,-1.00,1165946.87,1864866.18
3316.00,3439.00,-1.00,-1.00,1175592.39,1862944.67
3317.00,3439.00,-1.00,-1.00,1177129.02,1855523.84
3334.00,3439.00,-1.00,-1.00,1175674.70,1865904.21
3359.00,3439.00,-1.00,-1.00,1177075.97,1857909.28
229.00,490.00,970.00,-1.00,1162291.83,1861453.60
245.00,913.00,2442.00,-1.00,1145010.48,1876933.54
245.00,2449.00,-1.00,-1.00,1162291.83,1861453.60
253.00,978.00,1939.00,1939.00,1156800.16,1862689.15
283.00,237.00,2183.00,-1.00,1145183.86,1875841.10
284.00,237.00,1329.00,-1.00,1143989.32,1874345.32
289.00,2442.00,-1.00,-1.00,1145010.48,1876933.54
290.00,1377.00,2176.00,-1.00,1144389.68,1875009.54
316.00,2442.00,-1.00,-1.00,1148034.23,1850360.31
319.00,358.00,2981.00,-1.00,1160267.32,1857479.85
350.00,2449.00,-1.00,-1.00,1145370.22,1861967.15
358.00,2856.00,3210.00,-1.00,1147192.07,1871910.39
360.00,581.00,795.00,-1.00,1148480.24,1850482.89
360.00,795.00,2442.00,-1.00,1148034.23,1850360.31
360.00,2449.00,-1.00,-1.00,1151599.64,1857232.02
386.00,502.00,1760.00,-1.00,1159955.33,1867656.23
390.00,540.00,2093.00,-1.00,1152208.59,1862554.67
396.00,568.00,3207.00,-1.00,1150293.49,1871050.80
402.00,2442.00,-1.00,-1.00,1147629.02,1848858.74
406.00,2148.00,2449.00,-1.00,1145050.57,1873768.52
406.00,2456.00,-1.00,-1.00,1145015.47,1876803.42
410.00,607.00,2167.00,-1.00,1134764.07,1867386.23
411.00,607.00,999.00,-1.00,1151016.26,1853479.42
424.00,832.00,913.00,-1.00,1156595.36,1849295.16
429.00,784.00,930.00,-1.00,1158500.58,1862733.73
429.00,970.00,2449.00,-1.00,1162291.83,1861453.60
491.00,658.00,1061.00,-1.00,1147192.07,1871910.39
491.00,1128.00,2357.00,2364.00,1146915.54,1871565.36
557.00,2446.00,-1.00,-1.00,1130746.95,1864578.47
558.00,2446.00,-1.00,-1.00,1142758.93,1861495.18
559.00,672.00,3207.00,-1.00,1147901.47,1867828.33
560.00,672.00,2198.00,-1.00,1161911.09,1859566.94
561.00,678.00,795.00,-1.00,1150087.34,1867104.78
561.00,795.00,1033.00,-1.00,1149082.66,1851862.65
561.00,1033.00,3225.00,-1.00,1148860.02,1859815.83
562.00,678.00,2446.00,-1.00,1147482.18,1861779.19
563.00,684.00,2083.00,2083.00,1148262.10,1866456.37
564.00,685.00,2467.00,-1.00,1152245.91,1858170.38
614.00,796.00,-1.00,-1.00,1151825.96,1852006.81
670.00,801.00,2454.00,2863.00,1150533.37,1851913.65
671.00,802.00,2933.00,-1.00,1152525.06,1851808.58
672.00,801.00,3650.00,-1.00,1151775.22,1851249.22
673.00,802.00,3206.00,-1.00,1150618.28,1869375.70
674.00,801.00,999.00,-1.00,1151133.05,1850542.49
674.00,999.00,-1.00,-1.00,1151108.36,1851633.39
675.00,801.00,-1.00,-1.00,1159673.17,1867093.35
676.00,801.00,3245.00,-1.00,1159739.79,1866765.93
677.00,802.00,3245.00,-1.00,1160114.94,1866726.53
678.00,801.00,3230.00,-1.00,1160109.81,1865448.89
679.00,801.00,3244.00,-1.00,1159097.08,1867357.15
680.00,809.00,3207.00,-1.00,1151530.99,1862443.04
681.00,809.00,3219.00,-1.00,1151390.94,1863106.53
682.00,809.00,3234.00,-1.00,1152139.10,1862272.33
683.00,809.00,3207.00,-1.00,1150464.84,1867064.51
684.00,808.00,3207.00,-1.00,1150513.61,1870488.79
685.00,808.00,3207.00,-1.00,1150334.87,1870007.70
686.00,808.00,3217.00,-1.00,1150423.26,1867812.43
687.00,808.00,3219.00,-1.00,1150559.63,1867823.00
688.00,816.00,3247.00,-1.00,1134976.74,1867585.50
689.00,816.00,3513.00,-1.00,1135341.34,1866812.18
690.00,816.00,3223.00,-1.00,1150087.34,1867104.78
691.00,819.00,2182.00,-1.00,1161349.24,1867475.41
692.00,850.00,-1.00,-1.00,1153227.27,1851989.78
693.00,847.00,-1.00,-1.00,1151271.03,1871819.10
694.00,810.00,3247.00,-1.00,1134582.10,1866671.42
695.00,810.00,3638.00,-1.00,1134605.05,1866004.29
707.00,867.00,3213.00,-1.00,1150961.89,1870506.99
708.00,865.00,3234.00,-1.00,1152124.52,1862836.84
714.00,2467.00,-1.00,-1.00,1152245.91,1858170.38
744.00,886.00,3233.00,-1.00,1158131.34,1862720.91
745.00,886.00,3231.00,-1.00,1157135.47,1862694.03
756.00,873.00,2007.00,2007.00,1161294.06,1857512.42
801.00,925.00,-1.00,-1.00,1159310.19,1868075.25
810.00,930.00,3233.00,-1.00,1158500.58,1862733.73
834.00,942.00,-1.00,-1.00,1161235.18,1858969.68
835.00,934.00,1588.00,-1.00,1149232.38,1851867.84
849.00,956.00,-1.00,-1.00,1156595.36,1849295.16
864.00,929.00,-1.00,-1.00,1148887.83,1848488.86
865.00,929.00,-1.00,-1.00,1149213.66,1848500.26
871.00,1733.00,3290.00,-1.00,1155661.39,1867957.79
881.00,957.00,965.00,-1.00,1151307.43,1866280.77
881.00,965.00,3207.00,-1.00,1151317.94,1865951.44
882.00,957.00,3216.00,-1.00,1149397.08,1864447.01
903.00,984.00,2442.00,-1.00,1147629.02,1848858.74
903.00,2449.00,-1.00,-1.00,1145050.57,1873768.52
919.00,1085.00,1670.00,-1.00,1145108.36,1873662.50
920.00,1085.00,2456.00,-1.00,1145015.47,1876803.42
931.00,1043.00,3316.00,-1.00,1136003.18,1863077.02
932.00,1056.00,3230.00,-1.00,1135415.19,1866630.71
933.00,1027.00,-1.00,-1.00,1149460.60,1860503.17
934.00,1025.00,2446.00,-1.00,1130746.95,1864578.47
935.00,1022.00,1182.00,-1.00,1143712.24,1871010.36
935.00,1182.00,2456.00,1182.00,1143766.98,1871669.21
935.00,2463.00,-1.00,-1.00,1140483.43,1869549.43
937.00,1025.00,1152.00,2119.00,1140108.19,1861178.05
938.00,1025.00,3343.00,-1.00,1133223.67,1863299.84
939.00,1028.00,1028.00,-1.00,1149993.10,1863782.99
939.00,1028.00,2449.00,-1.00,1151599.64,1857232.02
939.00,2456.00,-1.00,-1.00,1143766.98,1871669.21
940.00,1028.00,2446.00,-1.00,1142690.15,1861504.05
941.00,1027.00,1027.00,-1.00,1147940.22,1865514.38
941.00,1027.00,3231.00,-1.00,1148030.98,1865813.18
942.00,1026.00,1294.00,-1.00,1150184.19,1863786.35
942.00,1294.00,2449.00,-1.00,1145370.22,1861967.15
951.00,2582.00,-1.00,-1.00,1148262.10,1866456.37
953.00,2446.00,-1.00,-1.00,1147482.18,1861779.19
2324.00,1125.00,1468.00,-1.00,1156927.87,1854031.93
2425.00,1152.00,2631.00,2639.00,1161861.41,1852525.89
2433.00,1336.00,1660.00,1660.00,1157213.16,1863422.01
2437.00,1368.00,3233.00,-1.00,1161117.26,1862805.28
2463.00,1363.00,-1.00,-1.00,1160052.16,1862035.16
2488.00,1818.00,3247.00,-1.00,1134867.41,1862055.85
2493.00,1818.00,3290.00,-1.00,1134651.77,1861829.43
2506.00,1363.00,-1.00,-1.00,1161767.23,1858772.44
2544.00,1274.00,2436.00,-1.00,1150796.05,1861236.81
2544.00,2436.00,2457.00,-1.00,1144919.00,1861673.44
2544.00,2468.00,3209.00,-1.00,1144476.88,1862284.45
2548.00,1294.00,1484.00,1484.00,1150184.19,1863786.35
2594.00,1370.00,3220.00,-1.00,1149836.40,1866810.06
2609.00,1547.00,3218.00,-1.00,1150184.19,1863786.35
2612.00,1657.00,-1.00,-1.00,1149232.38,1851867.84
2650.00,2975.00,-1.00,-1.00,1152525.06,1851808.58
2652.00,1663.00,3223.00,-1.00,1153583.03,1867774.73
2681.00,2097.00,3699.00,-1.00,1149051.45,1849360.55
2681.00,3699.00,-1.00,-1.00,1148085.78,1867063.23
2683.00,1896.00,3224.00,-1.00,1151744.76,1858224.04
2707.00,1960.00,2047.00,-1.00,1150420.61,1850608.10
2707.00,2194.00,-1.00,-1.00,1161911.09,1859566.94
2739.00,2014.00,-1.00,-1.00,1160587.59,1866741.16
2740.00,2014.00,-1.00,-1.00,1158592.25,1866677.90
2756.00,2035.00,2461.00,-1.00,1130102.66,1867349.73
2756.00,2462.00,-1.00,-1.00,1139800.20,1865708.51
2763.00,2078.00,-1.00,-1.00,1132501.17,1869310.82
2779.00,2442.00,-1.00,-1.00,1141314.90,1861702.70
2845.00,2156.00,2498.00,2657.00,1157824.97,1862050.82
2847.00,2156.00,2729.00,-1.00,1160235.89,1858981.66
2847.00,2831.00,2898.00,3056.00,1160236.60,1858983.20
2848.00,2156.00,-1.00,-1.00,1161389.44,1861418.25
2870.00,2198.00,3218.00,-1.00,1152208.59,1862554.67
2883.00,2458.00,2445.00,-1.00,1160912.31,1852286.47
2906.00,2419.00,-1.00,-1.00,1160419.15,1860734.18
2907.00,2419.00,-1.00,-1.00,1146915.54,1871565.36
2908.00,2419.00,-1.00,-1.00,1143678.14,1874606.96
3166.00,3207.00,-1.00,-1.00,1151530.99,1862443.04
3167.00,3207.00,-1.00,-1.00,1151317.94,1865951.44
3168.00,3207.00,-1.00,-1.00,1150293.49,1871050.80
3169.00,3207.00,-1.00,-1.00,1150513.61,1870488.79
3172.00,3207.00,-1.00,-1.00,1150464.84,1867064.51
3173.00,3206.00,-1.00,-1.00,1150618.28,1869375.70
3175.00,3209.00,-1.00,-1.00,1144476.88,1862284.45
3177.00,3216.00,-1.00,-1.00,1149397.08,1864447.01
3178.00,3210.00,-1.00,-1.00,1147192.07,1871910.39
3179.00,3218.00,-1.00,-1.00,1150184.19,1863786.35
3180.00,3224.00,-1.00,-1.00,1151744.76,1858224.04
3182.00,3223.00,3300.00,-1.00,1150087.34,1867104.78
3183.00,3223.00,-1.00,-1.00,1153583.03,1867774.73
3184.00,3219.00,-1.00,-1.00,1150559.63,1867823.00
3185.00,3220.00,-1.00,-1.00,1150521.26,1866832.98
3186.00,3219.00,-1.00,-1.00,1151390.94,1863106.53
3188.00,3218.00,-1.00,-1.00,1152208.59,1862554.67
3189.00,3217.00,-1.00,-1.00,1150423.26,1867812.43
3190.00,3227.00,-1.00,-1.00,1160267.32,1857479.85
3191.00,3227.00,-1.00,-1.00,1157213.16,1863422.01
3192.00,3227.00,-1.00,-1.00,1156800.16,1862689.15
3193.00,3230.00,-1.00,-1.00,1160109.81,1865448.89
3194.00,3230.00,-1.00,-1.00,1135415.19,1866630.71
3195.00,3231.00,-1.00,-1.00,1148030.98,1865813.18
3196.00,3234.00,-1.00,-1.00,1152124.52,1862836.84
3197.00,3234.00,-1.00,-1.00,1152139.10,1862272.33
3198.00,3233.00,-1.00,-1.00,1158500.58,1862733.73
3199.00,3233.00,-1.00,-1.00,1161117.26,1862805.28
3200.00,3231.00,-1.00,-1.00,1157135.47,1862694.03
3201.00,3231.00,-1.00,-1.00,1158131.34,1862720.91
3213.00,3244.00,-1.00,-1.00,1159097.08,1867357.15
3213.00,3244.00,3244.00,-1.00,1159263.59,1861367.54
3215.00,3249.00,-1.00,-1.00,1134976.74,1867585.50
3216.00,3247.00,-1.00,-1.00,1134582.10,1866671.42
3217.00,3247.00,-1.00,-1.00,1140108.19,1861178.05
3219.00,3247.00,-1.00,-1.00,1134867.41,1862055.85
3220.00,3245.00,-1.00,-1.00,1160114.94,1866726.53
3221.00,3245.00,-1.00,-1.00,1159739.79,1866765.93
3243.00,3290.00,-1.00,-1.00,1134651.77,1861829.43
3244.00,3290.00,-1.00,-1.00,1155661.39,1867957.79
3281.00,3316.00,-1.00,-1.00,1136003.18,1863077.02
3286.00,3343.00,-1.00,-1.00,1133046.91,1862908.79
3337.00,3439.00,-1.00,-1.00,1150299.88,1878893.16
3593.00,3612.00,-1.00,-1.00,1154012.27,1866793.73
3594.00,3253.00,-1.00,-1.00,1134605.05,1866004.29
3601.00,3650.00,-1.00,-1.00,1151775.22,1851249.22
3707.00,3737.00,-1.00,-1.00,1135240.13,1866866.27
3708.00,3737.00,-1.00,-1.00,1159673.17,1867093.35
3709.00,3737.00,-1.00,-1.00,1148262.10,1866456.37
229.00,1079.00,-1.00,-1.00,1165205.89,1870864.15
234.00,769.00,-1.00,-1.00,1164157.07,1872975.03
240.00,783.00,-1.00,-1.00,1158966.61,1879349.00
243.00,595.00,664.00,-1.00,1165215.95,1870864.67
251.00,769.00,845.00,-1.00,1160779.80,1878027.33
252.00,49.00,770.00,-1.00,1165013.93,1874804.36
252.00,791.00,3287.00,-1.00,1175780.11,1868605.46
255.00,663.00,3420.00,-1.00,1164930.07,1870776.11
256.00,664.00,664.00,-1.00,1165215.95,1870864.67
256.00,664.00,1021.00,-1.00,1165205.89,1870864.15
284.00,2392.00,2469.00,-1.00,1168221.24,1870162.72
286.00,2149.00,-1.00,-1.00,1175018.87,1876451.82
289.00,600.00,1502.00,-1.00,1170749.18,1884341.69
289.00,1502.00,1824.00,-1.00,1170385.74,1885363.39
294.00,291.00,-1.00,-1.00,1159749.12,1876045.89
299.00,693.00,693.00,693.00,1170166.12,1883597.89
299.00,711.00,711.00,-1.00,1170165.86,1883622.50
314.00,361.00,-1.00,-1.00,1167006.42,1869524.98
335.00,501.00,-1.00,-1.00,1163965.55,1868318.95
353.00,585.00,2034.00,-1.00,1167480.16,1873049.17
363.00,588.00,661.00,-1.00,1158385.16,1877207.83
363.00,746.00,-1.00,-1.00,1161658.34,1882705.84
367.00,585.00,-1.00,-1.00,1158947.29,1880680.46
368.00,585.00,-1.00,-1.00,1155799.68,1879239.73
369.00,875.00,876.00,-1.00,1162772.61,1883427.97
369.00,876.00,2666.00,-1.00,1162354.08,1883420.41
372.00,592.00,1293.00,-1.00,1158910.45,1873994.70
373.00,592.00,851.00,-1.00,1160141.13,1876661.40
373.00,851.00,2056.00,2062.00,1160489.99,1876696.51
381.00,519.00,3290.00,-1.00,1172351.67,1873087.44
382.00,519.00,2246.00,-1.00,1158370.87,1877568.01
387.00,2262.00,-1.00,-1.00,1158370.87,1877568.01
406.00,867.00,960.00,-1.00,1161878.69,1871461.03
410.00,2469.00,-1.00,-1.00,1168221.24,1870162.72
413.00,615.00,-1.00,-1.00,1172518.77,1868505.07
432.00,676.00,2702.00,2986.00,1156281.89,1878166.63
485.00,652.00,3200.00,-1.00,1175435.72,1889712.09
486.00,652.00,-1.00,-1.00,1175344.31,1888778.35
491.00,3217.00,3610.00,-1.00,1175435.72,1889712.09
492.00,2440.00,-1.00,-1.00,1174079.17,1888272.66
504.00,1127.00,2330.00,-1.00,1172294.02,1874993.78
560.00,2365.00,2467.00,-1.00,1172467.14,1875118.76
562.00,2873.00,-1.00,-1.00,1160489.99,1876696.51
567.00,697.00,-1.00,-1.00,1165061.33,1880132.85
589.00,2467.00,-1.00,-1.00,1172467.14,1875118.76
635.00,845.00,1357.00,-1.00,1160779.80,1878027.33
656.00,837.00,836.00,-1.00,1160555.19,1880735.12
657.00,839.00,-1.00,-1.00,1160555.19,1880735.12
714.00,838.00,1553.00,1609.00,1168221.24,1870162.72
723.00,868.00,1841.00,-1.00,1175228.33,1871765.54
723.00,1841.00,3286.00,-1.00,1169128.08,1870864.98
732.00,874.00,-1.00,-1.00,1156256.79,1877884.81
742.00,882.00,-1.00,-1.00,1166510.82,1868337.03
821.00,923.00,-1.00,-1.00,1158274.67,1880929.00
854.00,1361.00,1362.00,-1.00,1174940.09,1875732.06
885.00,952.00,-1.00,-1.00,1154372.69,1879432.78
907.00,1014.00,3303.00,-1.00,1164380.01,1880778.97
908.00,1041.00,-1.00,-1.00,1166382.84,1872839.14
909.00,1041.00,-1.00,-1.00,1165013.93,1874804.36
910.00,1041.00,-1.00,1041.00,1164750.06,1873612.75
915.00,1036.00,1042.00,-1.00,1161878.69,1871461.03
915.00,1042.00,1315.00,-1.00,1161843.60,1871226.36
