POD_ID,INSTALL_DATE1,REMOVE_DATE1,INSTALL_DATE2,X_COORD,Y_COORD
2600.00,1548.00,-1.00,-1.00,1196656.00,1847111.21
2631.00,1548.00,-1.00,-1.00,1196730.75,1849116.67
2636.00,1967.00,-1.00,-1.00,1200097.84,1817370.71
2725.00,2014.00,-1.00,-1.00,1196376.78,1847932.27
2730.00,2014.00,-1.00,-1.00,1191248.61,1848299.10
2735.00,2014.00,-1.00,-1.00,1190695.01,1847663.74
2748.00,2014.00,-1.00,-1.00,1194102.58,1847662.60
2760.00,2097.00,-1.00,-1.00,1200046.04,1849178.69
2766.00,2079.00,2418.00,-1.00,1202017.64,1842645.27
2766.00,2547.00,-1.00,-1.00,1195334.37,1833862.50
2767.00,2061.00,2418.00,-1.00,1203284.34,1841115.74
2771.00,2141.00,3612.00,-1.00,1202520.54,1833561.72
2776.00,2093.00,2418.00,-1.00,1204459.94,1836102.04
2777.00,2089.00,2418.00,-1.00,1204460.33,1836100.95
2778.00,2089.00,2418.00,-1.00,1204460.36,1836101.56
2841.00,2131.00,-1.00,-1.00,1190906.62,1852976.95
2842.00,2131.00,-1.00,-1.00,1189127.33,1853532.69
2852.00,2161.00,-1.00,-1.00,1202140.82,1840155.54
2879.00,2205.00,2287.00,-1.00,1190695.01,1847663.74
2919.00,2418.00,-1.00,-1.00,1203284.34,1841115.74
2920.00,2418.00,-1.00,-1.00,1204459.94,1836102.04
2921.00,2418.00,-1.00,-1.00,1204460.33,1836100.95
2922.00,2418.00,-1.00,-1.00,1204460.36,1836101.56
2933.00,2569.00,2569.00,-1.00,1190517.77,1848333.14
3222.00,3273.00,-1.00,-1.00,1186802.41,1855434.90
3225.00,3274.00,-1.00,-1.00,1187091.78,1853887.09
3293.00,3542.00,-1.00,-1.00,1185223.21,1843440.13
3397.00,3576.00,-1.00,-1.00,1190843.27,1855623.14
3436.00,3612.00,-1.00,-1.00,1202520.54,1833561.72
3443.00,3616.00,-1.00,-1.00,1199350.48,1816749.93
3444.00,3622.00,-1.00,-1.00,1203761.02,1816726.38
3508.00,3623.00,-1.00,-1.00,1191358.24,1847880.24
3509.00,3624.00,-1.00,-1.00,1191978.48,1847677.32
3510.00,3623.00,-1.00,-1.00,1195873.57,1843807.59
3511.00,3625.00,-1.00,-1.00,1185223.21,1843440.13
3512.00,3624.00,-1.00,-1.00,1196823.36,1840473.89
3513.00,3625.00,-1.00,-1.00,1202140.88,1839092.97
3514.00,3625.00,-1.00,-1.00,1201786.11,1842261.84
3516.00,3625.00,-1.00,-1.00,1205104.19,1835308.57
3517.00,3629.00,-1.00,-1.00,1187883.89,1835766.12
3518.00,3630.00,-1.00,-1.00,1188803.32,1836636.23
3519.00,3630.00,-1.00,-1.00,1188660.19,1836559.90
3520.00,3632.00,-1.00,-1.00,1204713.54,1831309.83
3521.00,3689.00,-1.00,-1.00,1196008.80,1846772.00
3608.00,3652.00,-1.00,-1.00,1190843.27,1855623.14
3609.00,3665.00,-1.00,-1.00,1189852.80,1855429.66
3628.00,3664.00,-1.00,-1.00,1189864.48,1854936.69
3635.00,3665.00,-1.00,-1.00,1193835.99,1855695.08
3639.00,3667.00,-1.00,-1.00,1189353.18,1852932.72
3640.00,3667.00,-1.00,-1.00,1189837.23,1852917.82
3663.00,3672.00,-1.00,-1.00,1188444.66,1851421.25
3666.00,3674.00,-1.00,-1.00,1196050.95,1854670.14
3667.00,3675.00,-1.00,-1.00,1197972.67,1853176.68
3668.00,3675.00,-1.00,-1.00,1195548.17,1853096.37
3669.00,3678.00,-1.00,-1.00,1194224.24,1853059.82
3670.00,3679.00,-1.00,-1.00,1198267.26,1850535.01
3671.00,3679.00,-1.00,-1.00,1195288.00,1850437.66
3672.00,3680.00,-1.00,-1.00,1195087.81,1848406.88
3673.00,3680.00,-1.00,-1.00,1197389.17,1847795.35
3674.00,3681.00,-1.00,-1.00,1195611.48,1847796.61
3682.00,3686.00,-1.00,-1.00,1194683.41,1847775.84
3683.00,3687.00,-1.00,-1.00,1199220.38,1846559.09
3684.00,3688.00,-1.00,-1.00,1198108.11,1845284.26
3685.00,3692.00,-1.00,-1.00,1197308.05,1846508.28
3686.00,3693.00,-1.00,-1.00,1190851.04,1855238.27
3687.00,3693.00,-1.00,-1.00,1190432.04,1854917.19
3706.00,3736.00,-1.00,-1.00,1196947.11,1845907.41
233.00,1099.00,2436.00,-1.00,1173328.20,1823249.74
264.00,192.00,655.00,-1.00,1178991.62,1825459.03
265.00,-38352.00,-1.00,-1.00,1178399.68,1826057.30
265.00,192.00,651.00,-1.00,1177723.82,1826184.38
265.00,651.00,651.00,651.00,1178399.68,1826057.30
265.00,1046.00,2436.00,-1.00,1177353.87,1827357.04
274.00,686.00,1511.00,-1.00,1182398.78,1817194.14
274.00,1511.00,1754.00,1757.00,1182912.22,1818552.01
287.00,754.00,1498.00,-1.00,1183256.26,1818006.69
287.00,1498.00,3617.00,-1.00,1183711.92,1818739.14
288.00,350.00,1515.00,-1.00,1186025.33,1818101.77
288.00,1516.00,3501.00,-1.00,1183019.12,1818553.35
301.00,2435.00,-1.00,-1.00,1177353.87,1827357.04
303.00,2435.00,-1.00,-1.00,1173328.20,1823249.74
315.00,362.00,-1.00,-1.00,1176808.71,1836746.10
328.00,487.00,661.00,-1.00,1177640.05,1828697.79
378.00,505.00,-1.00,-1.00,1178864.86,1840736.47
423.00,558.00,666.00,-1.00,1184301.31,1836873.97
462.00,558.00,-1.00,-1.00,1184301.31,1836873.97
472.00,651.00,-1.00,-1.00,1177640.05,1828697.79
473.00,655.00,3611.00,-1.00,1178991.62,1825459.03
479.00,837.00,1232.00,-1.00,1176171.25,1841279.20
562.00,2453.00,2555.00,-1.00,1180366.90,1826123.39
758.00,859.00,3122.00,-1.00,1180000.16,1827736.38
759.00,858.00,3603.00,-1.00,1178595.57,1833324.99
760.00,859.00,3623.00,-1.00,1180057.39,1816460.55
761.00,860.00,3622.00,-1.00,1182503.87,1834308.18
762.00,2453.00,-1.00,-1.00,1177137.25,1820957.48
763.00,864.00,1860.00,2642.00,1181403.83,1836768.05
764.00,864.00,-1.00,-1.00,1179493.24,1831331.25
765.00,865.00,2453.00,-1.00,1180366.90,1826123.39
778.00,861.00,3604.00,-1.00,1179157.54,1834235.45
779.00,865.00,-1.00,-1.00,1179074.17,1836608.74
780.00,868.00,3601.00,-1.00,1178700.32,1831304.84
781.00,868.00,-1.00,-1.00,1178949.67,1835305.55
782.00,871.00,3608.00,-1.00,1181230.06,1830846.65
783.00,874.00,2453.00,-1.00,1177137.25,1820957.48
794.00,923.00,3617.00,3617.00,1183868.80,1818525.74
796.00,923.00,2660.00,2863.00,1185566.72,1817997.99
797.00,923.00,3623.00,-1.00,1183321.19,1817442.36
816.00,1046.00,3609.00,-1.00,1178298.40,1826004.06
951.00,1511.00,1511.00,-1.00,1182912.22,1818552.01
1976.00,1106.00,-1.00,-1.00,1183612.26,1836178.97
2327.00,1125.00,-1.00,-1.00,1172487.06,1825255.99
2457.00,1302.00,-1.00,-1.00,1182709.14,1836817.12
2472.00,1386.00,3602.00,-1.00,1176661.69,1828820.56
2473.00,1365.00,3611.00,-1.00,1177718.46,1826037.89
2517.00,1405.00,3247.00,-1.00,1178083.75,1836010.49
2630.00,1805.00,-1.00,-1.00,1169518.97,1827167.55
2637.00,2642.00,-1.00,-1.00,1180366.90,1826123.39
2667.00,1785.00,-1.00,-1.00,1179981.00,1828193.50
2668.00,1785.00,-1.00,-1.00,1177018.48,1837324.25
2669.00,1785.00,3092.00,-1.00,1181211.00,1831446.28
2670.00,1805.00,1908.00,1908.00,1183316.77,1836119.02
2671.00,1786.00,-1.00,-1.00,1178022.67,1835292.21
2671.00,1786.00,1786.00,-1.00,1178155.72,1837394.60
2672.00,1786.00,-1.00,-1.00,1177960.14,1837290.73
2720.00,2014.00,-1.00,-1.00,1183331.37,1836825.09
2734.00,2014.00,-1.00,-1.00,1178875.24,1838649.84
2759.00,2063.00,-1.00,-1.00,1179027.06,1827674.94
2774.00,2132.00,2826.00,-1.00,1176887.11,1832269.73
2775.00,2826.00,-1.00,-1.00,1176887.11,1832269.73
2780.00,2104.00,2394.00,-1.00,1185329.83,1816593.61
2781.00,2104.00,2394.00,-1.00,1184129.27,1817059.70
2854.00,2162.00,2729.00,-1.00,1179006.03,1838347.79
2854.00,2831.00,-1.00,-1.00,1179002.75,1838372.42
2858.00,2167.00,-1.00,-1.00,1179209.67,1830059.62
2900.00,2414.00,2843.00,-1.00,1179464.97,1837997.59
3090.00,2846.00,-1.00,-1.00,1179274.89,1837992.41
3147.00,2952.00,-1.00,-1.00,1176426.60,1826157.88
3158.00,3079.00,-1.00,-1.00,1182861.74,1833153.94
3159.00,3146.00,-1.00,-1.00,1178794.46,1834039.31
3218.00,3247.00,-1.00,-1.00,1178083.75,1836010.49
3426.00,3601.00,-1.00,-1.00,1178700.32,1831304.84
3427.00,3602.00,-1.00,-1.00,1176661.69,1828820.56
3428.00,3603.00,-1.00,-1.00,1178595.57,1833324.99
3429.00,3604.00,-1.00,-1.00,1179157.54,1834235.45
3430.00,3608.00,-1.00,-1.00,1181230.06,1830846.65
3431.00,3609.00,-1.00,-1.00,1181196.89,1831444.28
3432.00,3611.00,-1.00,-1.00,1177718.46,1826037.89
3433.00,3622.00,-1.00,-1.00,1182503.87,1834308.18
3434.00,3609.00,-1.00,-1.00,1178298.40,1826004.06
3435.00,3611.00,-1.00,-1.00,1178991.62,1825459.03
3438.00,3617.00,-1.00,-1.00,1182842.98,1818551.52
3439.00,3622.00,-1.00,-1.00,1183019.12,1818553.35
3440.00,3617.00,-1.00,-1.00,1183711.92,1818739.14
3441.00,3623.00,-1.00,-1.00,1183321.19,1817442.36
3442.00,3623.00,-1.00,-1.00,1180057.39,1816460.55
3515.00,3625.00,-1.00,-1.00,1178161.13,1833410.75
3715.00,3737.00,-1.00,-1.00,1179130.08,1821812.27
237.00,755.00,755.00,-1.00,1165489.93,1852284.97
251.00,845.00,3241.00,-1.00,1177470.49,1841996.79
254.00,628.00,684.00,-1.00,1168062.41,1852358.18
297.00,313.00,-1.00,-1.00,1176817.86,1841975.22
310.00,355.00,2237.00,2237.00,1166448.93,1852316.38
316.00,362.00,1098.00,-1.00,1184266.93,1852820.05
316.00,1098.00,2435.00,-1.00,1175802.50,1846534.87
321.00,2435.00,-1.00,-1.00,1175802.50,1846534.87
326.00,684.00,3241.00,-1.00,1168062.41,1852358.18
384.00,588.00,3212.00,-1.00,1175741.69,1843292.08
405.00,599.00,-1.00,-1.00,1182950.88,1852802.09
